wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
wall,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,meat,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,wall
wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall
wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall
wall,,meat,meat,meat,meat,meat,meat,meat,,,,,,,,,,,seafood,seafood,seafood,seafood,seafood,seafood,seafood,,,dairy,wall
wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,dairy,wall
wall,,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,,,,,,,,dairy,wall
wall,,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,dairy,dairy,,,dairy,wall
wall,,,,fruit,fruit,,fruit,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,dairy,dairy,,,dairy,wall
wall,,,,fruit,fruit,,fruit,fruit,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,dairy,dairy,,,dairy,wall
wall,vegetable,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,,,,,dairy,wall
wall,vegetable,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,,,,,dairy,wall
wall,vegetable,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,,,,,dairy,wall
wall,,,,fruit,fruit,,fruit,fruit,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,,,,,dairy,wall
wall,,,,fruit,fruit,,fruit,fruit,,wall,household goods,,,wall,seasoning,,,snack,,,,,,,,,,dairy,wall
wall,,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,drink,drink,,,,wall
wall,,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,drink,drink,,,,wall
wall,,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,drink,drink,,,,wall
wall,,vegetable,vegetable,,,vegetable,vegetable,vegetable,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,drink,drink,,,,wall
wall,,vegetable,vegetable,,,vegetable,vegetable,vegetable,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,drink,drink,,,,wall
wall,,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,drink,drink,,,,wall
wall,,,,,,,,,,wall,household goods,,,wall,seasoning,,,snack,,,alcohol,,,drink,drink,,,,wall
wall,,,,,,vegetable,vegetable,vegetable,,,,,,,,,,,,,,,,drink,drink,,,,wall
wall,,vegetable,vegetable,,,vegetable,vegetable,vegetable,,,,,,,,,,,,,,,,,,,,,wall
wall,,,,,,,,,,,casher,,casher,,casher,,casher,,casher,,,,,,,,,,wall
wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall
wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall
wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall,wall
